9252744802236439683	12670441401731717428	4250574575469072477	Protected	Powers/EnemyPowers/Boss/Pyro/PyroFireRingMslReturningEffect.prototype
9253739565284990196	12847718157100854208	18042851323747311685	Protected	Entity/Items/Crafting/Ingredients/ElementProtos/Astral/Astral03.prototype
9253992764925417363	5962954028651785730	248199093818300382	Protected	Entity/Items/Armor/Prototypes/Thor/o2Armor/Armor10.prototype
9254498193264414304	5268361921589413421	6222916864837881491	Protected	Entity/Items/Rarity/R4Epic.prototype
9255682939742591372	12548377913840906074	12727493022200830634	Protected	Entity/Items/Armor/Prototypes/IronMan/o5Helmet/Helmet13.prototype
9256437310395914283	10160012303248208156	5838903924738166346	Protected	Entity/Characters/Mobs/Missions/Police/PoliceMaleD2.prototype
9258344517218735337	15097110744401120399	9258344517218735337	Abstract	Property/Mixin/HealthAddBonusHardcoreProp.defaults
9258589245390264943	10456662529054872221	15058995238909579300	Protected	Powers/EnemyPowers/MobPowers/Street/HoodlumBulletSpray.prototype
9258841461647481100	6681240921862320824	10774581141289766864	Protected	Entity/Items/Costumes/Prototypes/Colossus/MarvelNOW.prototype
9264350053801335997	6094094187309240989	5838903924738166346	Protected	Entity/Characters/Mobs/HydraChapter3/HydraMaleGunnerCH3Unarmed.prototype
9264769822655256922	10563024435310102058	9264769822655256922	Abstract, Protected	Powers/Blueprints/ConditionPowers/DefenseChangePower.defaults
9268160151058847397	1882413740810439772	15371796094523413322	None	Localization/Translations/Compat/NotSupported.prototype
9270929476151219559	103621885031679476	9270929476151219559	Abstract	Property/Mixin/DamageOverTimeBaseBonusProp.defaults
9271833508730511978	8920768118870905408	6670986634407775621	Protected	Powers/EnemyPowers/MobPowers/Dreadnoughts/DreadnoughtFireballMissileEffect.prototype
9272040299012496394	4141946077573952160	963757847569306670	None	Populations/Clusters/Street/EGD04HoodAnarchistHoodPunkSquad.prototype
9274919761938094385	11278090226031799018	8013641834399076475	Protected	PvP/DangerRoomMode/ProceduralProfiles/PvPTowerPower.prototype
9277563878183082444	16236834910647689071	5838903924738166346	Protected	Entity/Characters/Mobs/HandChapter1/HandNinjaSurvivalD3.prototype
9277578044340841612	11725882033757439512	3341826552978477172	None	Regions/EndGame/DangerRoomDailies/Tier2Xmansion/Red/MagnetoBunker/Targets/DailyT2RPyroToMagnetoTarget.prototype
9277922785184783439	3984175345693702276	18375929633378932151	Protected	Entity/Props/Destructibles/DestructibleHandOfficeWallScrllA.prototype
9280037176764012759	7520058719044180238	15058995238909579300	Protected	Powers/ItemPowers/ArtifactPowers/Art68SummonCrafter.prototype
9280413613125540010	13543106009247778351	4955828404672075236	Protected	Powers/EnemyPowers/Boss/MrSinister/ConcussiveBlast.prototype
9281686550301775771	4485405325117051957	2265671458476790878	None	Populations/Missions/CH03OMHydraFrogmanShockwave.prototype
9282774915518764625	18445882547093046820	5838903924738166346	Protected	Entity/Characters/Mobs/DoopAllChapters/DoopCH4.prototype
9283389368954855570	1133839870447132333	11756261168545994827	Protected	Powers/EnemyPowers/MobPowers/Purifiers/RangedSSPurifierMHNetGunEffect.prototype
9283846144769595056	16867576026824902193	9283846144769595056	Abstract, Protected	Powers/Blueprints/ConditionPowers/NoCostPower.defaults
9284436406088965645	8008542734370352275	4476196476223427185	Protected	Entity/Items/Crafting/Recipes/Tab4Misc/FlaskOfSpiritGreaterRecipe.prototype
9285914557458356652	5130729658390292261	16273064959675079664	Protected	Entity/Items/Armor/Prototypes/Spiderman/o4Boots/Boots06.prototype
9286744470231852220	18006219524050857052	3397380229891623851	Protected	Waypoints/Endgame/HubTerminals/Tier1AvengersTower/EndGameTerminalAvengersSpokeWP.prototype
9287327658819394214	8104840195952617564	14307225485981720403	Protected	Entity/Items/Armor/Prototypes/CaptainAmerica/o5Mask/Mask06.prototype
9287647665672362227	12935247421250287610	5838903924738166346	Protected	Entity/Characters/Mobs/SHIELD/SHIELDMaleUnarmedNoCol.prototype
9288808392879770990	4002170330686100113	9288808392879770990	Abstract	Property/Info/StatSpeed.defaults
9289046290959244204	11911363817221198727	11983258963619487409	Protected	Entity/Items/Armor/Prototypes/BlackPanther/o3Gloves/Gloves09.prototype
9289309035939374602	18438443678455647205	1686863052116070291	None	Regions/HUBS/zzzFullHubTest/MasterHub/Connectors/ToOtherHubs/MasterHubToHelicarrier.prototype
9291933492039985104	12496715661136301216	5838903924738166346	Protected	Entity/Characters/Mobs/SunTribeChapter7/SunTribeChapter7OM/HypnotizedSunTribeWarriorCH7D1.prototype
9292001554989979737	59958414280164856	15371796094523413322	None	Localization/Translations/Chat/Faction/MustBeInPvP.prototype
9292033368564635963	12676735479604584307	7778645963618066081	Protected	Entity/Items/Orbs/Effects/PvEWaveBattlePowerUpEffect.prototype
9293302013961114164	10491311201795709216	14031334144173215520	None	Mods/BossBoosts/BossImplosionAffix.prototype
9296290787792066489	17613143779895944666	10774581141289766864	Protected	Entity/Items/Costumes/Prototypes/Wolverine/Brown.prototype
9296433486106338035	14389704069068838727	5838903924738166346	Protected	Entity/Characters/Mobs/SHIELDChapter8/SHIELDChapter8OM/SHIELDAgentFemaleCH08P1D4.prototype
9297467854762549194	7196837362895785188	12016596219784466657	Protected	Missions/Prototypes/Act1/Ch01HellsKitchen/Discoveries/MaggiaWeepingMom.prototype
9298047204173683031	9525111168308282885	5838903924738166346	Protected	Entity/Characters/Mobs/EndGameRandoms01/HydraGunnerEG03.prototype
9298715488734680672	13515081631122589245	9298715488734680672	Abstract	Property/Mixin/CreatorEntityAssetRefBaseProp.defaults
9298952090497523329	1200357859669543727	12016596219784466657	Protected	Missions/Prototypes/Act2/Ch05MutantTown/Discoveries/MutantBeatdown.prototype
9298959073186683493	5798767212842989495	18375929633378932151	Protected	Entity/Props/Destructibles/CommunicationsJammerConsole.prototype
9301541414125966929	11048990755595686770	3540594516586663841	Protected	PvP/DangerRoomMode/Entities/PvPSentinelTeam1T.prototype
9302707590841439480	11731500636435908150	6670986634407775621	Protected	Powers/Player/Thor/LightningHammerSynergy.prototype
9302821179252284395	2753953598371473225	10889061585909260175	Protected	Entity/Items/Armor/Prototypes/RocketRaccoon/o2Jacket/Jacket07.prototype
9302831551238839382	4114077983505976482	2265671458476790878	None	Entity/Characters/Mobs/MoleManBattle/MoleManGigantoMidPopObj.prototype
9303762996330304404	7871013524997742480	8883108399943061746	None	UI/LocalizedInfo/Frontend/UIButtonExit.prototype
9304623885779279382	2207186084110342239	17339534735500644143	Protected	Missions/Prototypes/PlaytestMission/PlaytestMissionSavagelands.prototype
9304665452085845371	15926586165297566892	11029044031881025595	Protected	Powers/MissionPowers/NPCPowers/Ambients/AmbientJocastaRedAlert.prototype
9305191530440891756	5923220204198736156	12016596219784466657	Protected	Missions/Prototypes/Act1/Ch03Madripoor/Formations/CH3HYDRALargeV6.prototype
9306394805588138861	2999399855505289450	18145572357188290770	None	Regions/CH04EastSide/RedlightDistrict/MGHPlant/MGHPlantArea.prototype
9306713626334989773	9392011149835575187	7249320438342749184	None	UI/MapInfo/WeaponMapInfo.prototype
9308092400731296665	13235783862009728021	18145572357188290770	None	Regions/HUBS/NYCMidtown/NYCMidtownArea.prototype
9309559586219495992	13880579250584290847	15810003045554196525	None	SpawnMarkers/Types/EncounterMedium.prototype
9309593191131650161	6975126309503174204	9309593191131650161	Abstract, Protected	Powers/Blueprints/ConditionPowers/PartyBonusPower.defaults
9309703945271842729	7931696539374988019	5838903924738166346	Protected	Entity/Characters/Mobs/AIMChapter8/AIMKillDroidCH8.prototype
9311321321502743358	467396773001413178	10620645233923594259	None	UI/MapInfo/IconAppearances/OMBossIconAppearanceTaskMaster.prototype
9311853604235516426	6712704884156084752	10098145085924906179	None	Populations/Clusters/Doombots/EGD09DoombotFlyerCluster.prototype
9313777183043167353	21310228379665915	12016596219784466657	Protected	Missions/Prototypes/Act1/Ch02BrooklynDocks/Controllers/TaskmasterIntroController.prototype
9314757973948242565	8374280284410814102	17438699812219261696	Protected	Entity/Items/Artifacts/Prototypes/SpecialArtifacts/Art008.prototype
9315177729008473688	10183762951687638052	9315177729008473688	Abstract	Property/Mixin/SkillshotReflectFromAngleProp.defaults
9316743791152796246	690914132611630637	17376925282251837313	None	Chat/ChatCommands/Commands/Broadcast.prototype
9317172445828291409	2732654027920770599	17987110091531293860	Protected	Entity/Items/Consumables/Prototypes/GShop/RespecSingleUse.prototype
9317286076134534068	17745111240004609407	3341826552978477172	None	Regions/CH08Finale/Latveria/LatveriaPCZ/LatveriaPCZInstances/ObjectiveC/LatveriaPCZObjectiveCTarget.prototype
9317938378773041168	12377790002880590254	5508985158461163528	None	Loot/Tables/Mob/PvP/PvPPlayers.prototype
9318198378356284682	14055611927009067210	12016596219784466657	Protected	Missions/Prototypes/Act1/SocialDiscoveries/SocialDancingSoloV9.prototype
9318299600404944849	546605975944103463	1876524677236988593	Protected	Powers/Player/Storm/WindsOfFreedomResistanceBuff.prototype
9318806522462607174	2722175396857521521	5508985158461163528	None	Loot/Tables/Mob/ChampionsElites/BlueLootTableCh01.prototype
9318853876231904584	17755086591331599866	6324322749703459200	Protected	Entity/Props/EnvironmentHotspots/EnvironmentalDamageEntityCH6.prototype
9319026948574419900	17912248425466889719	9319026948574419900	Abstract	UI/UINotifications/StoryNotifications/VOStoryNotification.defaults
9319205295328073108	15061827021504059734	14750858386455010164	Protected	Powers/Player/Thing/StabilityAuraBuffEffect.prototype
9319375723195733198	15340004412210941085	18416118428035519837	Abstract, Protected	Entity/Items/Orbs/Powers/OrbPowerTemplate.prototype
9320307893959134821	5502487280462136886	18048964659263507885	None	UI/TextStyles/GuildMember.prototype
9322259111240930635	5648254440322305058	5508985158461163528	None	Loot/Tables/MysteryChest/FortuneCardRespec.prototype
9323758257760835173	2200609558299806791	3080992243638079368	Protected	Powers/Player/Storm/ChainLightningComboEffect.prototype
9323890194711253213	17202983456602201841	8883108399943061746	None	UI/LocalizedInfo/Help/UIPvPLabel.prototype
9325684288631809206	10627448356352099897	5045327989999611049	None	Localization/Translations/Powers/TooltipStrings/PowerTypeStrings/RangedRicochet.prototype
9325962411492516577	18321353398785553092	3397380229891623851	Protected	Waypoints/Endgame/DangerRoomDailies/Tier2Xmansion/Green/DailyT2GHydraIslandWP.prototype
9327629866432337694	7083981102794545350	17339534735500644143	Protected	Missions/Prototypes/FriendsandFamily/TalkStorm.prototype
9328411545874345620	13932542549498671884	3341826552978477172	None	Regions/EndGame/DangerRoomDailies/Tier2Xmansion/Red/MagnetoBunker/Targets/DailyT2RMagnetoBunkerStartTarget.prototype
9329156249568155056	1079219775265788175	16641420896293227266	None	Entity/Props/Discoveries/MGHBruteDeathpose05.prototype
9329157849119332306	3695455145865381425	12857450734774194305	None	KismetSequences/CH00TheRaft/RaftFunicularSequence.prototype
9330206129906194194	9586322081059062786	1796573093010085697	Protected	Entity/Characters/NPCs/Civilians/CivMBusinessV01.prototype
9330925861820112356	16810519080802662395	17339534735500644143	Protected	Missions/Prototypes/PVEEndgame/Dailies/TalkMoondragonGetCrystal.prototype
9331976643938035612	7657434528009161812	3309132770615700283	None	Localization/Translations/Powers/TooltipStrings/MechanicStrings/MechanicDamageSecondary.prototype
9334043833333062412	4968763079220137036	17339534735500644143	Protected	Missions/Prototypes/Act1/Ch03Madripoor/FindSHIELDSafeHouse.prototype
9334321896706086312	10120203550419857844	15810003045554196525	None	SpawnMarkers/Types/LoreGiver/LoreGiverTiny4.prototype
9334843075792869277	4445745950066283129	8883108399943061746	None	UI/LocalizedInfo/Settings/KeyBindings/Hotkey2Name.prototype
9335996835574979151	8467783325256002872	16141590370505594654	Protected	Powers/ItemPowers/ArtifactPowers/Art040SpiritOnKillProc.prototype
9337634971950717700	11693762596542877022	17723375207854578245	Protected	Entity/Items/Armor/Prototypes/Storm/o5Headpiece/Headpiece09.prototype
9339017341102594902	11157907457767310948	9339017341102594902	Abstract	Powers/Blueprints/ConditionEffects/MaxConditionTimeEffect.defaults
9339928611900956258	14428147916789715689	1273237836360389670	None	Entity/PowerEntities/PrototypesHotspot/HawkeyePoisonGasBombArea.prototype
9340011262685485287	11273013553928874775	5838903924738166346	Protected	Entity/Characters/Mobs/SHIELD/SHIELDAgentMaleUnarmed.prototype
9340128088388408988	13859414540305567065	5441208918140000082	Protected	Entity/Items/Armor/Prototypes/Hulk/o3Belt/Belt15.prototype
9340581428436870034	5885271749067159726	3143175755225305008	None	Regions/CH04EastSide/UpperEastSide/UpperEastSuperCells/UpperEastVerticalSuper2.prototype
9340677452596191479	13695383085939541150	12016596219784466657	Protected	Missions/Prototypes/Act1/Ch04HellsKitchen2/Discoveries/CivsTerrifiedSolo15.prototype
9345127667954881476	7543721494782612186	5838903924738166346	Protected	Entity/Characters/Mobs/PvP/WHITEQ36Drone.prototype
9346639033258940811	5691062118132096831	3821586705198226057	Protected	Powers/Player/MsMarvel/UltimateHotspotEffectAllyBuff.prototype
9347403031808055854	7303318582980655333	13383349347839514752	None	Entity/Items/DropRestrictions/ElementTier/ElementTier08.prototype
9347780305368715228	568951273451685421	9347780305368715228	Abstract	Property/Info/CritChanceBonus.defaults
9348650666075756640	18349345172467946179	8312962790177774929	Protected	Powers/Player/BlackPanther/UltimateBuffComboEffect.prototype
9350298086087596991	10011943080139347238	11029044031881025595	Protected	Powers/MissionPowers/NPCPowers/Ambients/AmbientHandsFolded.prototype
9351266172005325843	7714993998166125840	12016596219784466657	Protected	Missions/Prototypes/Act1/SocialDiscoveries/SocialWavingSolo.prototype
9351601282686002528	10673712649287447261	12292427915615677165	None	Localization/Translations/Powers/TooltipStrings/SynergyStrings/SynergyDamage030pct.prototype
9352761026393608900	17897883928891885103	9352761026393608900	Abstract	Property/Mixin/DisableHealthGainProp.defaults
9355145381937877730	9185592516993102090	1796573093010085697	Protected	Entity/Characters/NPCs/CaptainAmerica.prototype
9356202035122346270	3244571234326878478	9064597736474613403	None	UI/LoadingScreenTips/RegionTips/MagnetoBossRoomTips.prototype
9356345170325611426	11218324702015861353	5508985158461163528	None	Loot/Tables/Mob/Bosses/EndgameDailies/Subtables/SharedEndgameDailiesRedSubTable2.prototype
9358640498060432333	10827314027053583543	9358640498060432333	Abstract	Property/Mixin/BodySliderRegionRefProp.defaults
9358844076299917675	15969573732000402513	12857450734774194305	None	KismetSequences/CH01HellsKitchen/LadyDeathstrikeLeaps.prototype
9359687772954040092	8762858319345167583	8883108399943061746	None	UI/LocalizedInfo/UIGearArmor/MsMarvel/BootsSlot.prototype
9360087528526387183	5557176480298247955	12797612189257177577	Protected	Entity/Items/Armor/Prototypes/Cyclops/o5Mask/Mask13.prototype
9360191741385972675	9185470576104320858	3619853509728542445	Protected	Entity/Items/Armor/Prototypes/ScarletWitch/o1Gloves/Gloves13.prototype
9360826102252639898	9754218532154577654	16141590370505594654	Protected	Powers/ItemPowers/ArtifactPowers/Art45HealProc.prototype
9361477297446785745	10130898368379030625	9361477297446785745	Abstract	Property/Info/DamageVulnerabilityPct.defaults
9361787414513655365	2312080855675895525	5508985158461163528	None	Loot/Tables/Mob/Bosses/EndgameDailies/Minibosses/HoodLootEndgameSB.prototype
9362164213640269137	8356673806573110777	9362164213640269137	Abstract	Entity/DoorEntityState.defaults
9362916619004155971	2004959079304404697	6670986634407775621	Protected	Powers/EnemyPowers/Boss/MODOK/RocketLasers1AIModok.prototype
9363457014156040802	2748647861145639061	5838903924738166346	Protected	Entity/Characters/Mobs/MoloidsChapter6/MoloidEruptingCH6.prototype
9365261675259436966	6082593630190642670	3341826552978477172	None	Regions/CH08Finale/ConnectionTargets/Checkpoints/MandarinBossCPTarget.prototype
9365517501191167208	6462198953416536533	5838903924738166346	Protected	Entity/Characters/Mobs/zzCUTzzMobs/SerpentManWarriorAnimTest.prototype
9366078811212882053	2271316257105711759	12016596219784466657	Protected	Missions/Prototypes/Act2/Ch07SavageLand/Controllers/SinisterKismetQueue.prototype
9366084649584759140	17384182040915287821	6670986634407775621	Protected	Powers/Player/Hawkeye/BladeStrike.prototype
9366586572671560272	1178351254874952383	3309132770615700283	None	Localization/Translations/Powers/TooltipStrings/MechanicStrings/MechanicDoTTotalEvalRegEnergy.prototype
9366755159741829946	7152828797457992729	11168553485588961217	Protected	Powers/Player/ZZZDeprecated/KickShoot.prototype
9367163031443413040	2135443532777326184	16141590370505594654	Protected	Powers/ItemPowers/AffixPowers/HealSmallProcEffect.prototype
9367713687970191993	9634658616232119526	5258743946580663385	Protected	Entity/Items/Armor/Prototypes/Spiderman/o3Gloves/Gloves02.prototype
9368472757116410181	15365124337523007635	10774581141289766864	Protected	Entity/Items/Costumes/Prototypes/RocketRacoon/Modern.prototype
9369903952775417833	15278992886898674506	5508985158461163528	None	Loot/Tables/Vendor/Armor/Armr02.prototype
9370170489914661448	1083215917136283171	4955828404672075236	Protected	Powers/EnemyPowers/Boss/Venom/VenomYankSSMissileEffect.prototype
9370422672432174362	1638761157247504982	15810003045554196525	None	SpawnMarkers/Types/SpecialEncounterMarker.prototype
9370953492360081503	14153898479823240977	3341826552978477172	None	Regions/EndGame/DangerRoomDailies/Tier2Xmansion/Green/KingpinsWarehouse/Targets/DailyT2GKPWarehouseStartTarget.prototype
9371206988689185003	14796863089874777979	18145572357188290770	None	Regions/HUBS/zzzHelicarrierOLD/HelicarrierLowerArea.prototype
9372001563894946573	9778878048699700916	18375929633378932151	Protected	Entity/Props/Destructibles/DBMutantSlumsPlaygroundSwing.prototype
9377481046961821838	11245458899377080886	1796573093010085697	Protected	Entity/Characters/NPCs/Civilians/MadriCivMCasualV01B.prototype
9377983406487706592	2002055200504356578	5508985158461163528	None	Loot/Tables/MissionRewards/ExpOrbs/RewardOrbsShortBossHalf.prototype
9378338060214476789	2736528309749293209	9378338060214476789	Abstract, Protected	Entity/Items/Armor/Blueprints/ScarletWitch/ArmorScarletWitchHeadpiece.defaults
9378535639027291649	5079358965211661912	9378535639027291649	Abstract	Populations/Blueprints/Base/PopulationObject.defaults
9378552423541970369	11476346746277931801	719040976634384588	Protected	Entity/Characters/Avatars/Shipping/Spiderman.prototype
9378598045759315677	8305595217756829594	6670986634407775621	Protected	Powers/EnemyPowers/MobPowers/SpiderSlayers/SpiderSlayerBladeSlash.prototype
9379840297451591573	4285155298690536317	248199093818300382	Protected	Entity/Items/Armor/Prototypes/Thor/o2Armor/Armor03.prototype
9380512756001018678	10868934235442912966	5811484505431870992	None	Entity/Props/Chests/RitualTabletCrate.prototype
9382079239021861153	2333367943591036399	9382079239021861153	Abstract, Protected	Powers/Blueprints/ConditionPowers/InvulnerablePower.defaults
9382842234141548313	4680419927351110667	17517188764428471889	Abstract, Protected	Entity/Items/Affixes/ArmorAffixes/DefenseEnergy/EnergyDefenseParent.prototype
9382946819330019441	17539413271033087537	9382946819330019441	Abstract	Property/Mixin/SpawnCellIdProp.defaults
9383837948207371852	12700105526409898980	10098145085924906179	None	Populations/Clusters/Dinos/EG04RaptorsCluster.prototype
9384123271288467020	8875416981339320713	1677652504589371837	Protected	Regions/EndGame/DangerRoomDailies/Tier1AvengersTower/GreenAndTemplate/Taskmaster/DailyT1GTaskmasterRegion.prototype
9384178399688989890	8592543209126046642	3080992243638079368	Protected	Powers/EnemyPowers/Boss/Wizard/WizardTripleDiskMissileEffect.prototype
9384495148760113013	7008730370266010356	11659619622748231414	None	Entity/Characters/Avatars/StatProgressions/ScarletWitch/StatsLevel49.prototype
9385869035320972060	17089923021987776041	9385869035320972060	Abstract, Protected	Powers/Blueprints/PetItemSummonPower.defaults
9386094341260253076	14519032219724029684	5838903924738166346	Protected	Entity/Characters/Mobs/AIMChapter2/AIMBrawlerCH02D2.prototype
9388302743643559784	2209825219118047068	11401010018204194915	Protected	Powers/Player/EmmaFrost/EmmaFrostRevealWeakness.prototype
9389008561082277610	14122485650041998422	8013641834399076475	Protected	Powers/EnemyPowers/Boss/Bullseye/BullseyeSUMMONEDMarkForDeathShot.prototype
9390414339305050846	717581872312747564	5838903924738166346	Protected	Entity/Characters/Mobs/PvP/REDQ36Drone.prototype
9391735606075202932	11201948863968383700	13560848965250256617	Protected	Entity/Inventory/AvatarInventories/Individual/Cyclops/Bodysuit.prototype
9392511177393446044	17964715028674253542	11286831934272117997	None	UI/MapInfo/IconAppearances/IconBehaviors/BossIconBehaviorBlob.prototype
9392703386793154897	6907568594535589325	16264393234636411227	None	FullscreenMovies/LoadingScreens/BossScreens/Kingpin01.prototype
9392925721318400493	687770445091712067	1686863052116070291	None	Regions/CH08Finale/Latveria/ConnectionTargets/CastleInteriorToBossRoomNode.prototype
9393059965318601580	6665268723083516184	17339534735500644143	Protected	Missions/Prototypes/Act3/OscorpLabs/OMIronManOutOfControl.prototype
9393643020633182979	12390330394913934471	9393643020633182979	Abstract	AI/Misc/AIEntityAttributes/HasKeyword.defaults
9393843480905586936	8694243250574856846	10098145085924906179	None	Populations/Clusters/AIM/CH06AIMMobileWeaponPlatform.prototype
9395828427201253536	5405762705400074913	9395828427201253536	Abstract	Powers/Blueprints/Keywords/Leap.defaults
9395936754983180910	8314268434337108610	6670986634407775621	Protected	Powers/EnemyPowers/MobPowers/Maggia/MaggiaThugGunReload.prototype
9395982843659096072	1331112936139532043	9395982843659096072	Abstract	Property/Info/PvPUpgradesTemp.defaults
9396424620850617119	461218255043626476	8013641834399076475	Protected	Powers/EnemyPowers/Boss/LivingLaser/LivingLaserSkillshot.prototype
9396620003785578384	5145491003195983353	12289832533847773206	None	Entity/Transitions/Templates/TransitionTemplate.prototype
9397575052884056732	15438169197911475694	1273237836360389670	None	Entity/PowerEntities/Testing/TestAttachToTargetHotspot.prototype
9398394179060635738	8606536558767250151	8613083720406014653	Protected	Entity/Items/Armor/Prototypes/MsMarvel/o5Mask/Mask05.prototype
9400884728270956836	8550122787683962045	3309132770615700283	None	Localization/Translations/Powers/TooltipStrings/MechanicStrings/MechanicDamagePerSecCharged.prototype
9401024275569712457	15356552028945843750	15058995238909579300	Protected	Powers/EnemyPowers/MobPowers/Demons/InciterTransformPowerCobo.prototype
9401405029067528643	6267957622480120646	3341826552978477172	None	Regions/EndGame/ConnectionTargets/AvengersToUESTarget.prototype
9402273188080785849	6451304683880008713	18145572357188290770	None	Regions/CH07SavageLand/TransitionAreas/JungleToMarshNS.prototype
9405060986153736251	8702616766443559387	7984238909772864148	Protected	Entity/Items/Armor/Prototypes/JeanGrey/o3Belt/Belt04.prototype
9405119696404749080	7383404204137317935	7398958905984556623	None	AI/ProceduralAI/Prototypes/Profiles/Bosses/TheHoodProfile.prototype
